ds,yhat,yhat_lower,yhat_upper
2013-03-05,530.9344012121815,466.32232890639676,598.6851404934853
2013-03-06,530.4467386504367,463.6476491263809,604.923545833833
2013-03-07,530.9402588695988,462.19666937585754,603.3966821436728
2013-03-08,530.5389182795532,465.58783564038754,592.7966902042616
2013-03-11,531.0565324454703,469.5551594348719,595.5586346844858
2013-03-12,531.0886579478532,466.125939562095,601.0969077347809
2013-03-13,531.083264929952,462.35650070698273,598.3637738722423
2013-03-14,532.019556300596,462.32348352134443,600.6336502175777
2013-03-15,532.0104825348719,461.70999318274016,598.5642095866007
2013-03-18,533.3161351272627,462.03415397427875,602.1993080390614
2013-03-19,533.4623816897071,469.43793755190865,604.5211249649813
2013-03-20,533.4926329298779,462.7407964737015,600.4749913789126
2013-03-21,534.3868641275294,470.15335139950537,606.1157141596287
2013-03-22,534.2609528669268,470.9085226276414,604.5860510908027
2013-03-25,534.8263012804838,468.22050854190644,599.9566962217777
2013-03-26,534.6239255096114,465.7787778537623,599.9158979481701
2013-03-27,534.2719688856145,465.7465664971091,601.446373255145
2013-03-28,534.762140184651,461.83932811272194,602.7856983543281
2013-04-01,533.6082275306125,464.68880131666396,600.8512009338534
2013-04-02,533.070381644451,465.2237245093774,600.7211851277804
2013-04-03,532.427854240096,466.91235443240924,595.3152318171376
2013-04-04,532.6798903425362,463.1730422969628,592.6405363659251
2013-04-05,531.9603550888758,460.68790532972645,599.4903224773127
2013-04-08,531.18681884666,461.8713656744016,600.1082699099829
2013-04-09,530.7231524074498,467.3786070993248,593.5039986833284
2013-04-10,530.2139932213815,463.7701655049904,596.4486302879191
2013-04-11,530.6533052648936,459.89272683300226,602.1837464793408
2013-04-12,530.1681772432825,465.36171423246634,600.2082159772682
2013-04-15,530.2956099028565,465.9215930988292,598.5895721436596
